phase,phase_name,specimen_id,variant,capacitor_role,freq_label,freq_spec,vac_peak_target_v,vdc_target_v,required_or_optional,new_measurement_or_reused,purpose
7,AC-amplitude sweep,S90-0603-R-02,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-02,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.25,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-02,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.5,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-02,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.05,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-02,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-02,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.25,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-02,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.5,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-03,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.05,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-03,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-03,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.25,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-03,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.5,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-03,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.05,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-03,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-03,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.25,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-03,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.5,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-01,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-01,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,1,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-01,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-01,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2.8,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-01,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-01,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,1,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-01,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-01,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2.8,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-02,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-02,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,1,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-02,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-02,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2.8,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-02,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-02,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,1,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-02,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-02,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2.8,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-03,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-03,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,1,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-03,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-03,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2.8,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-03,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-03,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,1,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-03,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
8,DC-bias sweep,S90-0603-R-03,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,2.8,required,New,DC-bias dependence at the strongest measured resonance and its half-frequency
